Order Id,order date (DateOrders),shipping date (DateOrders),Shipping Mode,Delivery Status,Late_delivery_risk,Order Status,Customer Id,Customer Segment,Customer Country,Market,Order Region,Category Name,Product Card Id,Order Item Quantity,Sales,Order Item Discount Rate,Benefit per order,Days for shipment (scheduled),Days for shipping (real),Order Item Profit Ratio,Product Description
2110,04/03/2022 10:00,04/05/2022 10:00,Second Class,Advance shipping,0,SUSPECTED_FRAUD,16569,Corporate,,Africa,USCA,Sports,826,3,662.4,0.405,123.4,6,2,0.1863,
2111,04/03/2022 12:00,04/09/2022 12:00,Same Day,Late delivery,0,PENDING,29498,Consumer,Germany,LATAM,LATAM,Sports,6060,20,2911.27,0.09,-28.43,6,6,-0.0098,Some desc
2112,04/03/2022 14:00,04/09/2022 14:00,Same Day,Shipping on time,0,CLOSED,19172,Corporate,United States,Europe,Pacific Asia,Clothing,8826,7,1464.1,0.423,501.45,3,6,0.3425,
2113,04/03/2022 16:00,04/08/2022 16:00,Same Day,Advance shipping,0,PROCESSING,29192,Corporate,Brazil,Africa,,Clothing,9352,26,944005.33,0.396,-271.67,2,5,-0.0482,
2114,04/03/2022 18:00,04/04/2022 18:00,Same Day,Late delivery,0,SUSPECTED_FRAUD,95383,Consumer,Brazil,LATAM,USCA,,4023,5,771.66,0.092,43.97,5,1,0.057,
2115,04/03/2022 20:00,04/08/2022 20:00,First Class,Late delivery,0,SUSPECTED_FRAUD,65985,Corporate,India,Europe,,Books,2471,1,114.3,0.177,22.43,5,5,0.1962,Some desc
2116,04/03/2022 22:00,04/10/2022 22:00,Same Day,Shipping canceled,0,CLOSED,18732,Home Office,Brazil,LATAM,,Furniture,3206,22,4077.08,0.152,607.71,6,7,0.1491,
2117,04/04/2022 00:00,04/09/2022 00:00,First Class,Shipping on time,0,CLOSED,73797,Corporate,India,LATAM,USCA,Books,648,15,4316.69,0.224,197.18,5,5,0.0457,
2118,04/04/2022 02:00,04/06/2022 02:00,Same Day,Shipping on time,0,PROCESSING,94528,Home Office,Germany,Pacific Asia,,,3562,43,2601.41,0.4,896.71,6,2,0.3447,Some desc
2119,04/04/2022 04:00,04/09/2022 04:00,First Class,Advance shipping,0,PENDING,85367,Corporate,United States,LATAM,Africa,Clothing,6634,13,3454.36,0.393,88.26,2,5,0.0256,
2120,04/04/2022 06:00,04/06/2022 06:00,First Class,Shipping on time,0,CANCELED,86993,Corporate,Brazil,Pacific Asia,USCA,Furniture,281,-7,2419.65,0.079,429.1,2,2,0.1773,
2121,04/04/2022 08:00,04/11/2022 08:00,Standard Class,Late delivery,0,PENDING,90986,Corporate,France,Pacific Asia,Europe,Sports,7310,12,3795.67,0.248,-13.84,5,7,-0.0036,Some desc
2122,04/04/2022 10:00,04/10/2022 10:00,Second Class,Late delivery,0,PENDING,77589,Consumer,Brazil,Europe,LATAM,Furniture,8452,44,2746.43,0.24,-75.65,5,6,-0.0275,
2123,04/04/2022 12:00,04/08/2022 12:00,Same Day,Late delivery,0,CANCELED,88753,Home Office,United States,LATAM,Africa,Furniture,3194,39,11532.41,0.203,1673.91,3,4,0.1451,
2124,04/04/2022 14:00,04/05/2022 14:00,Second Class,Late delivery,0,SUSPECTED_FRAUD,81742,Corporate,United States,,Pacific Asia,Books,7701,9,1726.19,0.322,469.32,4,1,0.2719,
2125,04/04/2022 16:00,04/07/2022 16:00,Standard Class,Advance shipping,0,PENDING,71378,Corporate,Germany,Africa,Africa,Books,4736,13,3063.92,0.291,497.97,3,3,0.1625,
2126,04/04/2022 18:00,04/05/2022 18:00,Standard Class,Shipping canceled,0,PROCESSING,27950,Consumer,Germany,,USCA,Furniture,9883,10,4267.87,0.124,287.88,2,1,0.0675,
2127,04/04/2022 20:00,04/10/2022 20:00,Same Day,Late delivery,0,COMPLETE,92333,Home Office,United States,USCA,LATAM,Books,5060,8,209.2,0.157,-9.06,6,6,-0.0433,Some desc
2128,04/04/2022 22:00,04/09/2022 22:00,Same Day,Shipping on time,0,PROCESSING,18080,Consumer,Brazil,Europe,USCA,,6036,12,567.5,0.4,185.13,6,5,0.3262,Some desc
2129,04/05/2022 00:00,04/07/2022 00:00,Standard Class,Shipping on time,0,CLOSED,34798,Consumer,Brazil,Africa,Europe,Books,8177,42,1581.72,0.147,54.97,6,2,0.0348,
2130,04/05/2022 02:00,04/11/2022 02:00,Second Class,Shipping canceled,0,COMPLETE,75004,Corporate,India,LATAM,Pacific Asia,,2811,23,4824.85,0.2,867.65,4,6,0.1798,Some desc
2131,04/05/2022 04:00,04/11/2022 04:00,Standard Class,Late delivery,0,CANCELED,75274,Corporate,France,USCA,Pacific Asia,Electronics,6960,19,4296.72,0.438,-188.15,2,6,-0.0438,Some desc
2132,04/05/2022 06:00,04/12/2022 06:00,Standard Class,Shipping on time,0,PENDING,89476,Consumer,Brazil,Africa,USCA,Furniture,8524,10,197.34,0.386,-2.19,4,7,-0.0111,
2133,04/05/2022 08:00,04/07/2022 08:00,Same Day,Advance shipping,0,CANCELED,16899,Corporate,India,Africa,Pacific Asia,Books,2802,10,2677.05,0.315,48.37,5,2,0.0181,Some desc
2134,04/05/2022 10:00,04/07/2022 10:00,First Class,Advance shipping,0,COMPLETE,80877,Home Office,,,USCA,Books,8085,28,5300.62,0.137,-26.9,2,2,-0.0051,
2135,04/05/2022 12:00,04/09/2022 12:00,First Class,Late delivery,0,CLOSED,21270,Corporate,India,Europe,Europe,Sports,2802,37,12495.42,0.283,2028.03,2,4,0.1623,Some desc
2136,04/05/2022 14:00,04/07/2022 14:00,Second Class,Shipping canceled,0,PENDING,64802,Corporate,Brazil,USCA,USCA,Furniture,6138,28,3870.71,0.289,421.22,6,2,0.1088,
2137,04/05/2022 16:00,04/11/2022 16:00,Second Class,Advance shipping,0,PENDING,30350,Consumer,,Europe,Europe,Clothing,3316,33,13242.56,0.185,3582.3,2,6,0.2705,Some desc
2138,04/05/2022 18:00,04/08/2022 18:00,Same Day,Late delivery,0,COMPLETE,61167,Home Office,Brazil,Pacific Asia,Pacific Asia,,6324,13,3587.9,0.016,-12.62,4,3,-0.0035,Some desc
2139,04/05/2022 20:00,04/10/2022 20:00,Second Class,Late delivery,0,PENDING,19240,Consumer,Brazil,Africa,Pacific Asia,,1544,47,19428.24,0.165,2378.55,2,5,0.1224,Some desc
2140,04/05/2022 22:00,04/07/2022 22:00,First Class,Advance shipping,0,COMPLETE,13068,Consumer,Brazil,USCA,Europe,Sports,8115,41,10045.34,0.229,1218.5,2,2,0.1213,
2141,04/06/2022 00:00,04/07/2022 00:00,First Class,Shipping canceled,0,CANCELED,96908,Consumer,United States,Africa,Pacific Asia,,1429,44,4440.64,0.428,187.95,5,1,0.0423,
2142,04/06/2022 02:00,04/13/2022 02:00,Same Day,Late delivery,0,CLOSED,56003,Corporate,,Africa,USCA,Sports,3417,33,8943.34,1.875,-103.88,2,7,-0.0116,Some desc
2143,04/06/2022 04:00,04/10/2022 04:00,Standard Class,Shipping on time,0,PENDING,51961,Consumer,United States,,Pacific Asia,Furniture,8191,35,8189.77,1.136,-374.56,5,4,-0.0457,Some desc
2144,04/06/2022 06:00,04/07/2022 06:00,Same Day,Late delivery,0,CANCELED,45346,Home Office,India,Europe,Africa,Clothing,1052,4,545.56,0.136,-23.17,6,1,-0.0425,
2145,04/06/2022 08:00,04/12/2022 08:00,Second Class,Late delivery,0,SUSPECTED_FRAUD,91602,Corporate,,Europe,USCA,,8333,8,1479.69,0.235,161.95,4,6,0.1094,
2146,04/06/2022 10:00,04/07/2022 10:00,First Class,Late delivery,0,CANCELED,80486,Consumer,India,Europe,LATAM,Furniture,4066,7,2435.79,0.203,-68.91,2,1,-0.0283,Some desc
2147,04/06/2022 12:00,04/13/2022 12:00,Second Class,Shipping canceled,0,PENDING,52896,Corporate,India,,Europe,Books,2674,24,8802.12,0.002,949.07,6,7,0.1078,
2148,04/06/2022 14:00,04/09/2022 14:00,First Class,Shipping on time,0,CLOSED,21057,Consumer,France,Pacific Asia,Africa,Sports,8329,29,1528.32,0.421,190.98,3,3,0.125,Some desc
2149,04/06/2022 16:00,04/10/2022 16:00,First Class,Shipping canceled,0,PROCESSING,72970,Consumer,United States,USCA,,Sports,8518,6,1494.75,0.407,191.56,5,4,0.1282,
2150,04/06/2022 18:00,04/08/2022 18:00,Same Day,Advance shipping,0,COMPLETE,28350,Corporate,,LATAM,Europe,Electronics,8629,37,4722.43,0.416,125.91,2,2,0.0267,Some desc
2151,04/06/2022 20:00,04/07/2022 20:00,Second Class,Shipping on time,0,PENDING,38954,Corporate,Germany,USCA,LATAM,,5749,27,1002.73,0.193,149.89,2,1,0.1495,
2152,04/06/2022 22:00,04/09/2022 22:00,First Class,Shipping on time,0,CLOSED,69476,Corporate,France,Africa,LATAM,Furniture,2058,30,1459.69,0.375,156.08,5,3,0.1069,
2153,04/07/2022 00:00,04/10/2022 00:00,First Class,Shipping canceled,0,CANCELED,95558,Corporate,Brazil,Pacific Asia,Africa,,7149,45,1156.85,0.319,400.05,3,3,0.3458,
2154,04/07/2022 02:00,04/11/2022 02:00,Second Class,Late delivery,0,CANCELED,29964,Home Office,Germany,Africa,USCA,,7062,29,7590.19,0.23,-241.77,4,4,-0.0319,
2155,04/07/2022 04:00,04/11/2022 04:00,Same Day,Advance shipping,0,PROCESSING,13140,Consumer,,Pacific Asia,Africa,Electronics,8815,-3,127.85,0.035,-3.64,4,4,-0.0285,
2156,04/07/2022 06:00,04/12/2022 06:00,Standard Class,Shipping canceled,0,SUSPECTED_FRAUD,48218,Corporate,France,Europe,,Furniture,7396,38,1850.05,0.076,517.67,2,5,0.2798,
2157,04/07/2022 08:00,04/08/2022 08:00,Standard Class,Advance shipping,0,PENDING,72765,Consumer,India,USCA,Africa,Clothing,3152,43,7142.6,0.107,402.9,3,1,0.0564,Some desc
2158,04/07/2022 10:00,04/10/2022 10:00,Standard Class,Late delivery,0,CLOSED,69202,Consumer,France,,LATAM,Clothing,4530,5,1295.94,0.403,30.47,2,3,0.0235,
2159,04/07/2022 12:00,04/14/2022 12:00,Same Day,Advance shipping,0,CLOSED,95533,Corporate,India,Pacific Asia,,Sports,6655,27,5985.1,0.299,1794.3,2,7,0.2998,Some desc
2160,04/07/2022 14:00,04/14/2022 14:00,First Class,Late delivery,0,COMPLETE,28712,Consumer,Germany,Europe,,,7793,24,3290.15,0.442,536.6,6,7,0.1631,Some desc
2161,04/07/2022 16:00,04/11/2022 16:00,Second Class,Advance shipping,0,COMPLETE,80932,Corporate,United States,Africa,Africa,Books,3154,-5,2192.86,0.255,430.49,2,4,0.1963,
2162,04/07/2022 18:00,04/10/2022 18:00,Second Class,Advance shipping,0,CANCELED,79636,Home Office,,Africa,Africa,Sports,2673,14,573.33,0.038,-26.84,6,3,-0.0468,
2163,04/07/2022 20:00,04/10/2022 20:00,First Class,Late delivery,0,CANCELED,84482,Home Office,Brazil,USCA,Africa,Books,9037,42,14571.75,0.215,791.25,4,3,0.0543,Some desc
2164,04/07/2022 22:00,04/13/2022 22:00,Standard Class,Advance shipping,0,PENDING,91212,Home Office,,USCA,Pacific Asia,Electronics,9921,20,1766.62,0.05,94.83,3,6,0.0537,Some desc
2165,04/08/2022 00:00,04/11/2022 00:00,Standard Class,Late delivery,0,SUSPECTED_FRAUD,36924,Consumer,United States,,Europe,Furniture,3065,27,249.87,0.406,63.56,4,3,0.2544,Some desc
2166,04/08/2022 02:00,04/15/2022 02:00,Express,Late delivery,0,PENDING,37861,Corporate,,LATAM,USCA,Clothing,746,39,6291.63,0.125,655.72,6,7,0.1042,
2167,04/08/2022 04:00,04/09/2022 04:00,First Class,Shipping on time,0,CANCELED,50665,Corporate,Germany,LATAM,LATAM,Furniture,6290,22,680.03,1.305,123.07,5,1,0.181,Some desc
2168,04/08/2022 06:00,04/13/2022 06:00,Second Class,Shipping on time,0,SUSPECTED_FRAUD,41487,Corporate,India,Europe,USCA,Electronics,257,44,2971.28,0.23,959.01,2,5,0.3228,
2169,04/08/2022 08:00,04/12/2022 08:00,Second Class,Late delivery,0,PROCESSING,22256,Corporate,India,USCA,USCA,Books,1990,25,5904.99,0.363,2030.55,5,4,0.3439,
2170,04/08/2022 10:00,04/12/2022 10:00,First Class,Late delivery,0,PROCESSING,39651,Consumer,India,Europe,Africa,Clothing,5312,49,7747.48,0.23,7.22,5,4,0.0009,Some desc
2171,04/08/2022 12:00,04/12/2022 12:00,Standard Class,Shipping canceled,0,PENDING,43876,Home Office,United States,Pacific Asia,Pacific Asia,Sports,3760,8,66.14,0.017,11.4,6,4,0.1724,Some desc
2172,04/08/2022 14:00,04/10/2022 14:00,Standard Class,Shipping on time,0,SUSPECTED_FRAUD,78246,Home Office,,LATAM,LATAM,Books,584,44,9484.53,0.334,2178.19,3,2,0.2297,
2173,04/08/2022 16:00,04/11/2022 16:00,Same Day,Shipping canceled,0,CLOSED,10759,Home Office,India,Europe,Europe,Electronics,3578,6,2098.17,0.015,551.44,6,3,0.2628,
2174,04/08/2022 18:00,04/11/2022 18:00,Same Day,Late delivery,0,PENDING,77576,Corporate,Brazil,,USCA,Electronics,6775,40,13146.81,0.272,4181.25,3,3,0.318,
2175,04/08/2022 20:00,04/13/2022 20:00,Economy,Late delivery,1,PROCESSING,80088,Consumer,,Pacific Asia,,Electronics,7527,33,1942.53,0.278,468.8,3,5,0.2413,Some desc
2176,04/08/2022 22:00,04/13/2022 22:00,Second Class,Shipping on time,1,CANCELED,21964,Corporate,India,,Africa,Sports,7547,28,10890.48,0.094,2460.97,5,5,0.226,
2177,04/09/2022 00:00,04/12/2022 00:00,First Class,Shipping canceled,0,COMPLETE,95770,Home Office,,Africa,USCA,Books,2937,44,12508.86,0.201,-354.76,4,3,-0.0284,Some desc
2178,04/09/2022 02:00,04/13/2022 02:00,Standard Class,Late delivery,0,COMPLETE,75130,Consumer,Germany,Pacific Asia,LATAM,Electronics,6664,32,9060.42,0.003,1521.5,3,4,0.1679,Some desc
2179,04/09/2022 04:00,04/14/2022 04:00,Standard Class,Shipping on time,0,COMPLETE,73075,Corporate,France,LATAM,Pacific Asia,Clothing,3341,35,4107.38,1.674,778.37,3,5,0.1895,Some desc
2180,04/09/2022 06:00,04/10/2022 06:00,Second Class,Late delivery,1,COMPLETE,79019,Home Office,France,Pacific Asia,,,6544,37,6179.19,1.264,1412.56,5,1,0.2286,Some desc
2181,04/09/2022 08:00,04/16/2022 08:00,Second Class,Shipping on time,0,PENDING,82925,Home Office,France,Africa,Pacific Asia,Books,193,42,3777.4,0.128,692.57,6,7,0.1833,
2182,04/09/2022 10:00,04/16/2022 10:00,Same Day,Advance shipping,0,CLOSED,46223,Corporate,Germany,Europe,USCA,Electronics,4153,12,4232.33,0.021,481.55,3,7,0.1138,Some desc
2183,04/09/2022 12:00,04/12/2022 12:00,Same Day,Advance shipping,0,PENDING,56211,Consumer,Germany,LATAM,LATAM,Furniture,3226,42,10341.92,0.303,1499.4,4,3,0.145,
2184,04/09/2022 14:00,04/15/2022 14:00,Standard Class,Shipping canceled,0,SUSPECTED_FRAUD,64942,Consumer,France,,Pacific Asia,Clothing,6705,29,1927.73,0.334,649.51,3,6,0.3369,
2185,04/09/2022 16:00,04/12/2022 16:00,Same Day,Advance shipping,0,SUSPECTED_FRAUD,27249,Corporate,United States,,Pacific Asia,,2793,2,159.18,0.388,13.0,3,3,0.0817,Some desc
2186,04/09/2022 18:00,04/10/2022 18:00,First Class,Shipping canceled,0,SUSPECTED_FRAUD,15505,Consumer,Germany,Europe,Pacific Asia,Sports,3068,46,12573.47,0.394,3316.66,5,1,0.2638,
2187,04/09/2022 20:00,04/16/2022 20:00,Standard Class,Shipping on time,0,COMPLETE,74872,Corporate,United States,LATAM,USCA,Electronics,5491,38,7041.36,0.223,1358.81,5,7,0.193,
2188,04/09/2022 22:00,04/11/2022 22:00,Second Class,Advance shipping,0,CANCELED,32464,Consumer,France,LATAM,Pacific Asia,Furniture,6570,44,9986.35,0.183,1273.58,4,2,0.1275,
2189,04/10/2022 00:00,04/13/2022 00:00,Economy,Late delivery,0,COMPLETE,36935,Consumer,United States,Pacific Asia,LATAM,Clothing,4077,38,13411.22,0.264,1552.05,4,3,0.1157,Some desc
2190,04/10/2022 02:00,04/15/2022 02:00,Same Day,Shipping canceled,0,PROCESSING,19293,Consumer,France,USCA,LATAM,,8931,17,1174.86,0.357,193.72,4,5,0.1649,
2191,04/10/2022 04:00,04/14/2022 04:00,Same Day,Advance shipping,0,COMPLETE,51356,Home Office,Brazil,USCA,LATAM,Furniture,9805,18,4462.7,0.214,1204.56,6,4,0.2699,
2192,04/10/2022 06:00,04/12/2022 06:00,Second Class,Late delivery,0,PENDING,61160,Home Office,,LATAM,LATAM,Sports,6102,14,2999.55,0.448,-3.42,6,2,-0.0011,Some desc
2193,04/10/2022 08:00,04/16/2022 08:00,Standard Class,Advance shipping,0,PENDING,91059,Consumer,,Pacific Asia,USCA,Electronics,5506,21,2442.4,0.287,767.56,2,6,0.3143,
2194,04/10/2022 10:00,04/13/2022 10:00,Express,Shipping on time,0,CLOSED,54235,Home Office,Brazil,Europe,Pacific Asia,Electronics,5254,2,271.83,0.139,70.58,6,3,0.2596,Some desc
2195,04/10/2022 12:00,04/15/2022 12:00,Same Day,Late delivery,1,CLOSED,43563,Consumer,France,USCA,LATAM,Furniture,820,37,10680.49,0.357,957.09,3,5,0.0896,Some desc
2196,04/10/2022 14:00,04/15/2022 14:00,First Class,Shipping canceled,0,CANCELED,81493,Consumer,Germany,LATAM,Europe,,4174,37,1869.38,0.068,-85.86,5,5,-0.0459,Some desc
2197,04/10/2022 16:00,04/17/2022 16:00,Standard Class,Advance shipping,0,PENDING,36042,Consumer,Brazil,Europe,USCA,,8113,49,2351.67,0.421,-18.6,6,7,-0.0079,
2198,04/10/2022 18:00,04/14/2022 18:00,First Class,Late delivery,0,CANCELED,11001,Consumer,United States,,Europe,Electronics,6961,27,4766.36,0.153,36.98,4,4,0.0078,
2199,04/10/2022 20:00,04/14/2022 20:00,Same Day,Late delivery,0,COMPLETE,12852,Home Office,,LATAM,LATAM,Furniture,627,49,13569.98,0.308,-116.27,4,4,-0.0086,Some desc
2200,04/10/2022 22:00,04/17/2022 22:00,First Class,Late delivery,0,COMPLETE,86014,Consumer,United States,Pacific Asia,Africa,Sports,1470,11,1820.81,0.281,-16.18,5,7,-0.0089,
2201,04/11/2022 00:00,04/15/2022 00:00,First Class,Advance shipping,0,COMPLETE,73130,Home Office,France,Pacific Asia,Europe,Sports,8387,24,3190.94,0.043,1065.96,3,4,0.3341,Some desc
2202,04/11/2022 02:00,04/14/2022 02:00,Same Day,Shipping canceled,1,PENDING,26211,Home Office,United States,Africa,,Books,7373,39,5608.54,0.325,1196.77,3,3,0.2134,
2203,04/11/2022 04:00,04/12/2022 04:00,Standard Class,Advance shipping,0,PROCESSING,29369,Corporate,United States,,,Books,4113,39,7563.27,0.14,2104.52,5,1,0.2783,Some desc
2204,04/11/2022 06:00,04/14/2022 06:00,Same Day,Advance shipping,0,PENDING,85324,Home Office,Germany,Pacific Asia,,Books,9422,38,11480.58,2.437,2010.54,3,3,0.1751,Some desc
2205,04/11/2022 08:00,04/13/2022 08:00,Second Class,Shipping canceled,0,CANCELED,67546,Corporate,United States,Africa,LATAM,Books,710,23,9575.45,0.043,1893.97,5,2,0.1978,
2206,04/11/2022 10:00,04/14/2022 10:00,Second Class,Late delivery,0,PROCESSING,53380,Home Office,Germany,,Europe,Clothing,7638,4,416.61,0.365,125.98,3,3,0.3024,Some desc
2207,04/11/2022 12:00,04/15/2022 12:00,Standard Class,Advance shipping,0,PROCESSING,42994,Consumer,France,Africa,Africa,Furniture,9774,43,9376.69,0.387,513.73,2,4,0.0548,
2208,04/11/2022 14:00,04/15/2022 14:00,Same Day,Late delivery,0,CANCELED,44344,Home Office,India,Europe,Europe,Furniture,4428,19,6290.11,0.06,1432.95,2,4,0.2278,Some desc
2209,04/11/2022 16:00,04/13/2022 16:00,Same Day,Late delivery,0,PENDING,80890,Corporate,United States,LATAM,Europe,,5004,32,7803.58,1.567,2416.95,3,2,0.3097,
2210,04/11/2022 18:00,04/15/2022 18:00,Second Class,Shipping canceled,0,CANCELED,27762,Home Office,Germany,,Pacific Asia,Electronics,2202,-6,1208.84,0.404,392.29,2,4,0.3245,
2211,04/11/2022 20:00,04/15/2022 20:00,Standard Class,Shipping canceled,0,PENDING,90089,Home Office,Germany,,Africa,Books,8561,46,540.03,0.044,68.92,3,4,0.1276,
2212,04/11/2022 22:00,04/12/2022 22:00,Same Day,Late delivery,0,CANCELED,31437,Home Office,Brazil,Africa,USCA,Clothing,7283,13,2361.28,0.449,691.11,4,1,0.2927,
2213,04/12/2022 00:00,04/14/2022 00:00,Standard Class,Shipping on time,0,SUSPECTED_FRAUD,31213,Home Office,United States,USCA,LATAM,Books,4263,49,15066.22,2.003,2283.19,3,2,0.1515,
2214,04/12/2022 02:00,04/18/2022 02:00,Standard Class,Late delivery,0,COMPLETE,43952,Corporate,India,Africa,Pacific Asia,Sports,2422,36,6878.94,0.379,365.65,4,6,0.0532,
2215,04/12/2022 04:00,04/13/2022 04:00,Economy,Shipping on time,0,COMPLETE,81307,Home Office,France,USCA,USCA,,4669,17,1836.61,0.251,92.54,3,1,0.0504,Some desc
2216,04/12/2022 06:00,04/15/2022 06:00,Standard Class,Shipping canceled,0,PENDING,10452,Consumer,United States,Pacific Asia,Africa,Electronics,4574,19,577.85,0.431,75.53,2,3,0.1307,
2217,04/12/2022 08:00,04/16/2022 08:00,First Class,Shipping on time,0,CLOSED,23753,Consumer,Brazil,LATAM,USCA,Clothing,3687,48,4018.71,0.152,213.62,3,4,0.0532,
2218,04/12/2022 10:00,04/14/2022 10:00,Express,Advance shipping,0,CLOSED,43789,Home Office,Germany,Pacific Asia,,Clothing,8407,30,2816.18,0.162,-107.04,2,2,-0.038,
2219,04/12/2022 12:00,04/17/2022 12:00,Standard Class,Late delivery,0,PENDING,22683,Home Office,,,Europe,Books,3751,34,1923.2,0.378,-14.96,5,5,-0.0078,Some desc
2220,04/12/2022 14:00,04/18/2022 14:00,First Class,Shipping on time,0,SUSPECTED_FRAUD,44501,Consumer,India,Africa,Africa,,1230,31,2657.13,0.32,769.74,4,6,0.2897,
2221,04/12/2022 16:00,04/15/2022 16:00,Second Class,Shipping on time,0,COMPLETE,48559,Home Office,France,Africa,LATAM,Sports,7954,12,341.64,0.27,103.52,4,3,0.303,
2222,04/12/2022 18:00,04/14/2022 18:00,Second Class,Late delivery,0,CANCELED,65656,Home Office,India,Europe,,Furniture,7328,7,687.45,0.29,205.7,2,2,0.2992,
2223,04/12/2022 20:00,04/18/2022 20:00,First Class,Late delivery,1,CANCELED,39205,Home Office,India,Pacific Asia,,,404,1,345.77,0.307,59.29,4,6,0.1715,
2224,04/12/2022 22:00,04/14/2022 22:00,Standard Class,Shipping on time,0,PROCESSING,58436,Corporate,Germany,,Pacific Asia,Clothing,6985,20,5049.02,0.022,1636.32,6,2,0.3241,
2225,04/13/2022 00:00,04/15/2022 00:00,Standard Class,Late delivery,1,CANCELED,98843,Corporate,Brazil,Africa,USCA,,4949,34,5650.43,0.053,845.51,3,2,0.1496,
2226,04/13/2022 02:00,04/14/2022 02:00,Same Day,Advance shipping,0,COMPLETE,51553,Corporate,United States,Africa,,,6767,15,4979.78,0.082,672.36,6,1,0.135,
2227,04/13/2022 04:00,04/14/2022 04:00,Standard Class,Late delivery,0,PENDING,82357,Consumer,Brazil,Europe,LATAM,Electronics,2728,11,2402.29,0.08,335.73,4,1,0.1398,
2228,04/13/2022 06:00,04/20/2022 06:00,First Class,Late delivery,0,PENDING,34642,Consumer,United States,LATAM,Europe,,1862,20,243.43,0.379,12.57,2,7,0.0516,
2229,04/13/2022 08:00,04/20/2022 08:00,First Class,Late delivery,0,CLOSED,90120,Home Office,Germany,Pacific Asia,,Sports,5610,12,2722.07,0.178,531.9,2,7,0.1954,
2230,04/13/2022 10:00,04/17/2022 10:00,Same Day,Late delivery,0,SUSPECTED_FRAUD,61170,Home Office,Brazil,,,Books,636,22,2668.55,0.22,345.79,4,4,0.1296,
2231,04/13/2022 12:00,04/20/2022 12:00,First Class,Late delivery,0,CLOSED,22239,Corporate,United States,Europe,,Electronics,2230,28,7734.45,0.04,2628.65,6,7,0.3399,Some desc
2232,04/13/2022 14:00,04/18/2022 14:00,Second Class,Advance shipping,1,CLOSED,91573,Consumer,Germany,,Europe,Furniture,539,-10,772.38,0.392,14.51,4,5,0.0188,
2233,04/13/2022 16:00,04/16/2022 16:00,Second Class,Late delivery,0,CLOSED,74255,Consumer,Germany,Pacific Asia,Africa,Sports,3552,2,485.28,0.005,-9.37,2,3,-0.0193,
2234,04/13/2022 18:00,04/18/2022 18:00,First Class,Late delivery,0,COMPLETE,40855,Corporate,France,Pacific Asia,,Clothing,9070,5,485.59,0.037,43.92,3,5,0.0904,
2235,04/13/2022 20:00,04/16/2022 20:00,Express,Shipping on time,0,SUSPECTED_FRAUD,64384,Consumer,Germany,Europe,LATAM,Furniture,5378,21,2039.05,0.365,73.85,6,3,0.0362,
2236,04/13/2022 22:00,04/20/2022 22:00,Same Day,Late delivery,1,CANCELED,95254,Consumer,,Africa,Africa,Sports,7410,9,2923.08,0.059,1013.61,6,7,0.3468,Some desc
2237,04/14/2022 00:00,04/20/2022 00:00,Same Day,Late delivery,0,PROCESSING,18931,Corporate,India,USCA,Pacific Asia,Clothing,7443,40,3026.99,0.357,524.97,5,6,0.1734,
2238,04/14/2022 02:00,04/20/2022 02:00,Second Class,Late delivery,0,CLOSED,13531,Home Office,,USCA,Pacific Asia,Electronics,1351,9,1602.6,0.158,150.46,6,6,0.0939,
2239,04/14/2022 04:00,04/18/2022 04:00,Second Class,Shipping on time,0,PENDING,81428,Home Office,India,,Africa,Electronics,9464,2,53.64,0.349,11.11,6,4,0.2071,
2240,04/14/2022 06:00,04/18/2022 06:00,First Class,Late delivery,0,CLOSED,35923,Corporate,France,LATAM,Pacific Asia,Clothing,1627,31,10453.56,0.023,1371.97,4,4,0.1312,Some desc
2241,04/14/2022 08:00,04/15/2022 08:00,First Class,Advance shipping,0,PENDING,86839,Home Office,United States,,,Electronics,2506,31,7127.7,0.154,238.99,6,1,0.0335,
2242,04/14/2022 10:00,04/19/2022 10:00,Same Day,Late delivery,0,COMPLETE,79383,Corporate,United States,,LATAM,Electronics,6589,33,10537.92,0.217,1136.07,2,5,0.1078,
2243,04/14/2022 12:00,04/15/2022 12:00,Same Day,Shipping canceled,0,PROCESSING,92267,Home Office,India,Europe,LATAM,Books,4880,8,1550.08,0.282,100.04,6,1,0.0645,Some desc
2244,04/14/2022 14:00,04/18/2022 14:00,Same Day,Shipping canceled,1,SUSPECTED_FRAUD,78324,Consumer,France,LATAM,Africa,Clothing,2228,34,10547.32,0.376,2162.59,4,4,0.205,Some desc
2245,04/14/2022 16:00,04/15/2022 16:00,First Class,Shipping canceled,0,PENDING,94582,Corporate,Brazil,Europe,Pacific Asia,Electronics,3551,43,4759.26,0.11,1316.54,4,1,0.2766,
2246,04/14/2022 18:00,04/18/2022 18:00,Second Class,Late delivery,1,CANCELED,65765,Home Office,Germany,,,Furniture,4144,30,7863.82,0.296,432.75,6,4,0.055,Some desc
2247,04/14/2022 20:00,04/20/2022 20:00,Standard Class,Shipping on time,0,SUSPECTED_FRAUD,19702,Home Office,Brazil,,USCA,,6099,20,4082.16,0.068,810.43,3,6,0.1985,
2248,04/14/2022 22:00,04/17/2022 22:00,Same Day,Late delivery,1,PROCESSING,28814,Home Office,Brazil,Africa,LATAM,Sports,7926,24,2944.47,0.358,687.22,2,3,0.2334,
